smiles,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_P_atoms,num_of_S_atoms
Cn1c(=O)n(CC(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0f20>,20,2,3,0,0
N#C/C(C(=O)NC1CCCC1)=C(/[O-])Cc1cnn(-c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd0f90>,19,2,4,0,0
NC(=O)[C@H](Nc1cccc(Oc2ccccc2)c1)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1000>,20,2,2,0,0
CCN(C[C@@H]1CCOC1)C(=O)Nc1cc2c(cc1Cl)OCCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1070>,16,4,2,0,0
CCCCc1nnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd10e0>,19,3,4,0,2
CC[C@@H](NC(=O)c1ccc(Br)o1)C(=O)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1150>,13,4,2,0,0
CC[C@]1(c2ccccc2)NC(=O)N(CCOc2ccc(Cl)cc2Cl)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd11c0>,19,3,2,0,0
COc1ccc(OC)c(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)on2)C3=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1230>,21,6,3,0,0
Cc1ccc(OCC(=O)NC(=S)NC[C@H]2CCCO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd12a0>,15,3,2,0,1
CN(C(=O)CCOc1cccc(C(N)=O)c1)[C@H]1CCC[NH+](C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1310>,17,3,3,0,0
COC(=O)c1ccc(NC(=O)c2c(C)sc3ncnc(N4CCC[C@H](C)C4)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1380>,22,3,4,0,1
Cn1ncc2c1CC/C(=C\c1ccc(-n3cncn3)c(F)c1)C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd13f0>,17,1,5,0,0
O=C(Cc1ccc([N+](=O)[O-])cc1)NCC1(O)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1460>,14,5,2,0,0
C=CCOc1ccc(CNc2ccc(OC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd14d0>,17,2,1,0,0
C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1540>,17,1,3,0,1
COC(=O)c1cc(NC(=O)[C@@H]2CCO[C@H]2C)ccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd15b0>,15,4,1,0,0
COc1ccccc1[C@@H](C)NC(=O)c1cnc2c(C)cccn2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1620>,19,3,3,0,0
CC[C@@H](C)NS(=O)(=O)c1cc(N2C(=O)[C@@H](C)CS2(=O)=O)ccc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1690>,15,6,2,0,2
CC(C)(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1700>,16,5,2,0,1
COCCCNC(=O)[C@H]1CN(C(=O)c2cccs2)CC12CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1770>,19,3,2,0,1
Cc1nc(-n2cccc2)sc1C(=O)Nc1cccc(-c2cn3ccsc3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd17e0>,20,1,5,0,2
CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)NC[C@H](O)c1ccco1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd1850>,15,4,2,0,1
Cc1cc2ncn(C[C@H]3CC3(Cl)Cl)c2cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd18c0>,13,0,2,0,0
Cc1ccccc1OCC(=O)O[C@@H](C)c1nccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd3ed0>,14,3,1,0,1
C[C@H](C(=O)N1CCOCC1)[NH+]1CCN(Cc2ccc3c(c2)OCO3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd3bc0>,19,4,3,0,0
CCN(C(=O)[C@@H]1Cc2ccccc2S1)[C@H]1CCC[C@@H]1C[NH3+],<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd31b0>,17,1,2,0,1
Cc1cc(Br)ccc1NC(=O)[C@@H](C)[NH+](C)Cc1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4fd3290>,16,1,2,0,1
COC(=O)[C@H]1CCC[C@H]1NC(=O)Nc1ccc(C)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b530>,16,3,2,0,0
CC(C)NS(=O)(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b610>,18,3,2,0,1
CC(C)OCCN1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b680>,17,2,3,0,0
CCn1cc(-c2nc(-c3cccc(Cl)c3)no2)c(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b6f0>,19,2,3,0,0
COC[C@@H](C)NC(=O)C(=O)Nc1cc(-c2ccccc2)nn1C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b760>,18,3,4,0,0
C#CCOc1ccccc1CN1CCN(C2=[NH+]C[C@@H](C)S2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b7d0>,18,1,3,0,1
COCCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b840>,14,4,2,0,1
Cc1ccc(C[C@H](O)c2c(F)cc(Br)cc2F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b8b0>,15,1,0,0,0
COC(=O)[C@@]1(NC2CCCC2)CCCS[C@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b920>,13,2,1,0,1
CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1b990>,17,1,2,0,0
C=CCn1c(=O)c2c(nc3n2[C@H](C)C(C)=NN3C)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1ba00>,14,2,6,0,0
C[C@H]1CCCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1ba70>,18,4,2,0,1
COCCn1ccc2ccc(NC(=O)NCCc3ccccn3)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bae0>,19,2,4,0,0
Cc1nc(CNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)no1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bb50>,12,3,4,0,0
CS[C@@H]1CC[C@H](NC(=O)CCC(=O)c2ccc(C)s2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bbc0>,15,2,1,0,2
Cc1nc(/C=N/Nc2ccc(Cl)nn2)c[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bc30>,9,0,6,0,0
O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bca0>,9,4,5,0,1
O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bd10>,12,4,1,0,1
CCc1nnc(NC(=O)c2ccccc2N)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bd80>,11,1,4,0,1
O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bdf0>,22,6,2,0,0
COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1be60>,19,5,2,0,2
COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bed0>,25,2,5,0,0
Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a1bf40>,12,1,5,0,0
N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08040>,17,2,4,0,0
CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d080b0>,17,1,2,0,0
COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08120>,20,5,2,0,0
Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08190>,18,3,4,0,0
CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08200>,18,2,2,0,0
Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08270>,25,3,3,0,1
C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d082e0>,15,1,4,0,0
CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08350>,10,4,1,0,1
NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d083c0>,15,2,3,0,1
Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08430>,20,3,5,0,0
Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d084a0>,19,4,3,0,0
CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08510>,16,2,2,0,1
COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08580>,18,2,2,0,0
O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d085f0>,22,3,2,0,0
CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08660>,11,1,3,0,0
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d086d0>,22,2,2,0,0
COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08740>,15,3,1,0,0
O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d087b0>,17,3,1,0,0
COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08820>,22,2,2,0,1
CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08890>,17,4,3,0,0
N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08900>,20,2,4,0,0
CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08970>,21,2,4,0,1
Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d089e0>,20,1,4,0,0
C[C@H](Sc1cccc[n+]1[O-])C(=O)NC[C@H]1COc2ccccc2O1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08a50>,17,4,2,0,1
O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08ac0>,16,5,2,0,0
N#CCC[NH2+]C1(C(=O)[O-])CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08b30>,7,2,2,0,0
CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08ba0>,17,3,2,0,0
Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08c10>,15,0,3,0,1
CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08c80>,23,4,2,0,0
CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08cf0>,18,0,3,0,0
Cc1c(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)cc(C#N)n1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08d60>,19,2,3,0,0
O=C(CBr)c1cnc2ccc(Cl)cn12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08dd0>,9,1,2,0,0
COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08e40>,14,4,2,0,2
COc1ccc(Br)cc1/C=C1/C(=O)NN(c2ccc(C)c(C)c2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08eb0>,19,3,2,0,0
CC(C)(C)c1ccc(C(=O)N[C@H]2CCN3CCCc4cccc2c43)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08f20>,23,1,2,0,0
CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d08f90>,17,0,4,0,0
CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09000>,19,1,3,0,0
CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09070>,14,3,3,0,0
COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d090e0>,18,2,3,0,1
Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09150>,20,4,3,0,0
C[C@@H](NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d091c0>,23,3,1,0,1
CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09230>,17,2,3,0,2
Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d092a0>,22,1,4,0,0
Cc1cccc([S@@](=O)Cc2ccc(N)c(F)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09310>,14,1,1,0,1
CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09380>,13,2,3,0,0
CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)[C@H]1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d093f0>,21,2,3,0,1
Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09460>,15,2,4,0,0
COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d094d0>,17,3,1,0,0
Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09540>,15,2,5,0,2
CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d095b0>,16,3,4,0,1
CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09620>,12,3,1,0,0
C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09690>,14,3,2,0,0
O=C(Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)[C@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09700>,22,5,3,0,1
CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09770>,15,2,2,0,0
CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d097e0>,22,4,4,0,0
O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09850>,19,3,3,0,0
CCc1nc2n(n1)C[C@H]([NH2+]CCNS(=O)(=O)c1ccccc1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d098c0>,16,2,5,0,1
CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09930>,21,4,4,0,0
CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d099a0>,19,2,3,0,2
COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09a10>,21,3,3,0,0
c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09a80>,17,1,3,0,0
CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09af0>,20,3,4,0,0
CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09b60>,23,2,2,0,0
COc1ccc(Cc2sc(NC(=O)[C@H]3COc4ccccc4O3)nc2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09bd0>,21,4,2,0,1
Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09c40>,10,1,3,0,0
CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09cb0>,15,3,1,0,0
O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09d20>,18,1,3,0,0
O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09d90>,21,6,3,0,1
CC[C@@H](C)N(CC)C(=O)c1ccccc1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09e00>,13,1,2,0,0
Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09e70>,17,1,5,0,2
C[C@H]1CN(C(=O)CC[C@H](C)c2ccccc2)C(C)(C)CO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09ee0>,18,2,1,0,0
CN(C)c1nc2c(c(-c3ccc(S(C)(=O)=O)cc3)n1)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09f50>,17,2,3,0,1
CC(C)c1ccc(CNC(N)=[NH2+])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d09fc0>,11,0,3,0,0
CN(C)N1C(N)=C(C#N)[C@@H](c2cccs2)C2=C1CCCC2=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a030>,16,1,4,0,1
O=C(N[C@H]1C=C[C@H](C(=O)[O-])C1)c1cc(F)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a0a0>,13,3,1,0,0
CC(C)n1nnnc1COc1cccc(C(=O)NC2CCCCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a110>,19,2,5,0,0
O=S(=O)(NCc1ccc(Cl)cc1Cl)c1ccccc1Br,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a180>,13,2,1,0,1
COC[C@H](NC(=O)c1cc(-c2ccccc2)c(C)[nH]c1=O)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a1f0>,17,4,3,0,0
O[C@H]1CCCCC[C@H]1n1cc(-c2ccccc2Cl)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a260>,16,1,2,0,0
CC1=C[C@@H](C)[C@H]2C(=O)N([C@H](Cc3ccccc3)C(=O)[O-])C(=O)[C@H]2C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a2d0>,19,4,1,0,0
CCCCNS(=O)(=O)Cc1ccc([N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a340>,11,4,2,0,1
COc1ccc(CC[C@H]2C[C@@H](C(C)(C)C)CCC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a3b0>,19,2,0,0,0
C[C@H]1CN(CC(=O)Nc2nc(-c3ccccc3Cl)cs2)CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a420>,16,2,3,0,1
Cc1cc(Cl)cc(Cl)c1CNC(=O)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a490>,13,1,1,0,1
CC(C)(C)OC(=O)NC1CCN(CC(=O)c2nccs2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a500>,15,3,3,0,1
COc1ccc(C)cc1[C@@H](C)NC[C@@H]1CN(C2CC2)CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a570>,18,2,2,0,0
CCOC(=O)c1ccn(-c2cccc(NC(=O)C3CCCC3)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a5e0>,18,3,3,0,0
O=C1N(C[NH+]2CCN(c3ccccc3)CC2)c2ccccc2C12O[C@@H]1CCCC[C@H]1O2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a650>,25,3,3,0,0
CC(C)c1nc(C(=O)[O-])nn1-c1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a6c0>,12,2,3,0,0
C1=C[C@H]2C[C@@H]1C[C@H]2CN1CC[NH+](C2CCCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a730>,19,0,2,0,0
CC(C)C[C@H](C[NH+](C)C)Nc1ncncc1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a7a0>,12,0,5,0,0
O=C1C=C(c2cccs2)C[C@H](c2cccs2)[C@@H]1n1cnc([N+](=O)[O-])n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a810>,16,3,4,0,2
C[NH2+]C1CCC([NH+](C)CC(=O)N[C@H](C)c2ccco2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a880>,16,2,3,0,0
CC(C)c1nc2n(n1)CCC[C@H]2[NH2+]C[C@@H]1CCC[C@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a8f0>,17,0,4,0,0
CCCOC(=O)c1ccc(NC(=O)c2ccc[n+]([O-])c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a960>,16,4,2,0,0
CCOc1cc(CO)cc(Br)c1OCc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0a9d0>,16,3,0,0,0
O=C(Cn1nnn(-c2cccs2)c1=O)NC[C@@H]1CN(Cc2ccccc2)CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0aa40>,19,3,6,0,1
CC(C)[C@H](O)CCNC(=O)C(=O)Nc1ccn(-c2ncccc2Cl)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0aab0>,16,3,5,0,0
Cc1cccc(C(=O)NCCS(=O)(=O)NCC2CCC2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ab20>,16,3,2,0,1
CCCC(=O)N1CCC(C(=O)NN=C(c2ccccc2)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ab90>,23,2,3,0,0
O=C(N[C@H](NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl)c1cccc(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ac00>,16,1,3,0,1
CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)Cc2ccccc2)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ac70>,22,2,4,0,0
CC(C)CC(=O)N1CCN(C(=O)c2cnc3c(c2)NC(=O)CO3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ace0>,17,4,4,0,0
O=C(Cc1csc(NC(=O)Nc2ccc(Cl)cc2)n1)NCCc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ad50>,20,2,4,0,1
Cc1ccc2c(c1)C[C@@H](C[C@@H](C[NH3+])c1ccc(F)cc1)O2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0adc0>,18,1,1,0,0
CC1=C(C(=O)OC(C)C)[C@@H](c2ccc(C)s2)NC(=O)N1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ae30>,15,3,2,0,1
COc1cc(F)c([N+](=O)[O-])c(NC[C@@H](O)c2cnn(C)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0aea0>,13,4,4,0,0
